t_ms,true_x,true_y,yaw_deg,map_x,map_y,fused_x,fused_y,enc_x,enc_y,enc_w,imu_ok,seg,auto_state,route_complete,front_cm,left_cm,out_vx,out_vy,map_lim,front_lim,left_lim,clearance,odom_err
0,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
10,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
20,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.007,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
30,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.017,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
40,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.027,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
50,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.037,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
60,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.047,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
70,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.057,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
80,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.067,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
90,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.077,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
100,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.087,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
110,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.097,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
120,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.107,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
130,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.117,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
